# Copyright 2008 Google Inc. All rights reserved.
# This file was machine-generated, do not edit.
# This file is encoded in UTF-8, do not reencode.
# ICU4J version 4.0.0.0
# Generated on 2008-10-01 12:41:27 with com.google.i18n.identifiers.impl.tools.BuildLanguageNameTables by dougfelt
x-bork;x-bork;Bork, bork, bork!
tn;fi;tswana
nub;fi;nubialainen kieli
tl;fi;tagalog
ts;fi;tsonga
tr;fi;turkki
cop;fi;kopti
ssa;fi;niililäis-saharalainen kieli
tg;fi;tadžikki
te;fi;telugu
tk;fi;turkmeeni
ti;fi;tigrinja
th;fi;thai
ta;fi;tamil
su;fi;sunda
sv;fi;ruotsi
ss;fi;swazi
cpf;fi;ranskaan perustuva kreoli- tai pidgin-kieli
st;fi;eteläsotho
cpe;fi;englantiin perustuva kreoli- tai pidgin-kieli
lua;fi;luluanluba
oto;fi;otomi-kieli
sw;fi;swahili
sl;fi;sloveeni
sk;fi;slovakki
sn;fi;šona
sm;fi;samoa
cpp;fi;portugaliin perustuva kreoli- tai pidgin-kieli
so;fi;somali
sr;fi;serbia
sq;fi;albania
sd;fi;sindhi
ota;fi;osmani
sc;fi;sardi
se;fi;pohjoissaame
sh;fi;serbokroaatti
sg;fi;sango
si;fi;sinhali
goh;fi;muinaisyläsaksa
dum;fi;keskihollanti
nso;fi;pohjoissotho
sa;fi;sanskrit
zun;fi;zuni
gon;fi;gondi
gor;fi;gorontalo
ru;fi;venäjä
got;fi;gootti
dua;fi;duala
rw;fi;ruanda
car;fi;karibi
ro;fi;romania
ypk;fi;jupikkikieli
cau;fi;kaukasialainen kieli
rn;fi;rundi
rm;fi;retoromaani
tog;fi;malawintonga
en_US;fi;englanti (Yhdysvallat)
iro;fi;irokeesikieli
pra;fi;prakrit-kieli
suk;fi;sukuma
hsb;fi;yläsorbi
sus;fi;susu
cad;fi;caddo
sux;fi;sumeri
zxx;fi;ei kielellistä sisältöä
dra;fi;dravidakieli
qu;fi;ketšua
es_ES;fi;espanja (Espanja)
cai;fi;keskiamerikkalainen intiaanikieli
crh;fi;krimintataari
grb;fi;grebo
mus;fi;creek
tpi;fi;tok-pisin
crp;fi;kreoli- tai pidgin-kieli
grc;fi;muinaiskreikka
mul;fi;monia kieliä
mun;fi;mundakieli
frm;fi;keskiranska
nqo;fi;n’ko
fro;fi;muinaisranska
ira;fi;iranilainen kieli
frs;fi;itäfriisi
frr;fi;pohjoisfriisi
csb;fi;kašubi
pro;fi;muinaisprovensaali
pt;fi;portugali
dsb;fi;alasorbi
jrb;fi;juutalaisarabia
ps;fi;paštu
tai;fi;thaikieli
sad;fi;sandawe
tig;fi;tigre
sah;fi;jakuutti
sai;fi;eteläamerikkalainen intiaanikieli
sal;fi;sališilainen kieli
sam;fi;samarianaramea
kbd;fi;kabardi
cch;fi;atsam
umb;fi;umbundu
en_GB;fi;englanti (Britannia)
arc;fi;aramea
arp;fi;arapaho
dgr;fi;dogrib
arn;fi;araukaani
bra;fi;bradž
kaw;fi;kavi
zza;fi;zaza
gsw;fi;sveitsinsaksa
arw;fi;arawak
kar;fi;karen
nog;fi;nogai
art;fi;keinotekoinen kieli
kam;fi;kamba
kaj;fi;jju
non;fi;muinaisnorja
mga;fi;keski-iiri
und;fi;määrittämätön
elx;fi;elami
kac;fi;kachin
kab;fi;kabyyli
kaa;fi;karakalpakki
sat;fi;santali
sas;fi;sasak
tkl;fi;tokelau
pt_BR;fi;portugali (Brasilia)
apa;fi;apaššikieli
gwi;fi;gwitšin
osa;fi;osage
btk;fi;batak
cel;fi;kelttiläinen kieli
del;fi;delaware
den;fi;slevi
lez;fi;lezgi
ceb;fi;cebuano
min;fi;minangkabau
hup;fi;hupa
tli;fi;tlingit
enm;fi;keskienglanti
bua;fi;burjaatti
tlh;fi;klingon
mis;fi;luokittelematon kieli
mic;fi;micmac
bug;fi;bugi
tem;fi;temne
sit_NP;fi;sinotiibetiläinen kieli (Nepal)
chb;fi;tšibtša
egy;fi;muinaisegypti
de_AT;fi;saksa (Itävalta)
awa;fi;awadhi
chy;fi;cheyenne
chg;fi;tšagatai
chk;fi;chuuk
mkh;fi;mon-khmer-kieli
cho;fi;choctaw
chp;fi;chipewyan
chm;fi;mari
chn;fi;chinook-jargon
tet;fi;tetum
ter;fi;tereno
chr;fi;cherokee
zh;fi;kiina
fil;fi;filipino
ast;fi;asturia
za;fi;zhuang
mni;fi;manipuri
din;fi;dinka
fiu;fi;suomalais-ugrilainen kieli
zu;fi;zulu
mno;fi;manobo-kieli
vot;fi;vatja
uga;fi;ugarit
mnc;fi;mantšu
ath;fi;athabasca-kieli
nic;fi;nigeriläis-kongolainen kieli
nia;fi;nias
byn;fi;bilin
de_CH;fi;saksa (Sveitsi)
niu;fi;niue
eka;fi;ekajuk
aus;fi;australialainen kieli
yo;fi;joruba
yi;fi;jiddiš
fy;fil;Prisian
gd;fil;Scots Gaelic
ga;fil;Irish
fi;fil;Finnish
fr;fil;Pranses
fo;fil;Faroeso
he;fil;Hebreo
gn;fil;Guarani
gl;fil;Galician
gu;fil;Mga Gujarat
de;fil;Aleman
fr_CH;fil;Pranses (Switzerland)
fr_CA;fil;Pranses (Canada)
nl_BE;fil;Dutch (Belgium)
eu;fil;Basque
fa;fil;Persiyano
el;fil;Griyego
eo;fil;Esperanto
en;fil;Ingles
et;fil;Estonian
es;fil;Espanyol
ca;fil;Catalan
bs;fil;Bosnian
br;fil;Breton
bn;fil;Bengali; Bangla
bg;fil;Bulgarian
bh;fil;Bihari
be;fil;Belarusyan
da;fil;Danish
cy;fil;Welsh
cs;fil;Czech
en_AU;fil;Ingles (Australiya)
en_CA;fil;Ingles (Canada)
az;fil;Azerbaijani
as;fil;Asamis
ar;fil;Arabo
am;fil;Amharic
af;fil;Afrikaans
no;fil;Norwegian
pt_PT;fil;Portuges (Portugal)
oc;fil;Occitan
or;fil;Oriya
pa;fil;Punjabi
pl;fil;Polish
lo;fil;Laothian
ln;fil;Lingala
lv;fil;Latvian
lt;fil;Lithuanian
mk;fil;Macedonian
ml;fil;Malayalam
mn;fil;Mongolian
mr;fil;Marathi
mt;fil;Maltese
ms;fil;Malay
ne;fil;Nepali
nl;fil;Dutch
jv;fil;Javanese
ka;fil;Georgian
ky;fil;Kergis
ku;fil;Kurdish
ko;fil;Koreano
km;fil;Kambodyan
kn;fil;Kannada
la;fil;Latino
hr;fil;Croatian
hu;fil;Hungarian
hi;fil;Hindu
id;fil;Indones
ia;fil;Interlingua
ie;fil;Kawikaan
hy;fil;Taga-Armenya
is;fil;Icelandic
it;fil;Italyano
ja;fil;Hapon
xh;fil;Xhosa
wo;fil;Wolof
vi;fil;Vietnamese
uz;fil;Uzbeko
uk;fil;Ukranian
ug;fil;Uighur
ur;fil;Urdu
tw;fil;Twi
tl;fil;Tagalog
tr;fil;Turko
te;fil;Telugu
tk;fil;Turkmen
ti;fil;Tigrinya
th;fil;Thai
ta;fil;Tamil
su;fil;Taga Sundan
sv;fil;Suwiso
st;fil;Sesoto
sw;fil;Swahili
sl;fil;Eslobenyan
sk;fil;Eslobak
so;fil;Somali
sr;fil;Serbiran
sq;fil;Albano
sd;fil;Sindhi
sh;fil;Serbo-Kroasyan
si;fil;Sinhalese
sa;fil;Sanskrit
ru;fil;Ruso
ro;fil;Romanian
rm;fil;Rhaeto-Romance
en_US;fil;Ingles (United States)
es_ES;fil;Espanyol (Espanya)
pt;fil;Portuges
ps;fil;Pashto
en_GB;fil;Ingles (United Kingdom)
pt_BR;fil;Portuges (Brazil)
tlh;fil;Klingon
de_AT;fil;Aleman (Austriya)
fil;fil;Filipino
zu;fil;Zulu
de_CH;fil;Aleman (Switzerland)
yi;fil;Yiddish
fo;fo;føroyskt
zh_Hant;fr;chinois (idéogrammes han traditionnels)
fy;fr;frison
gd;fr;gaélique écossais
ga;fr;irlandais
shn;fr;shan
fj;fr;fidjien
ff;fr;peul
fi;fr;finnois
fr;fr;français
fo;fr;féroïen
zh_Hans;fr;chinois (idéogrammes han simplifiés)
udm;fr;oudmourte
sga;fr;ancien irlandais
he;fr;hébreu
ha;fr;haoussa
sgn;fr;langue des signes
gn;fr;guarani
gil;fr;gilbertais
gl;fr;galicien
ain;fr;aïnou
gv;fr;manx
bik;fr;bikol
gu;fr;goudjarâtî
iba;fr;iban
bin;fr;bini
dv;fr;maldivien
dz;fr;dzongkha
de;fr;allemand
mai;fr;maithili
fr_CH;fr;français (Suisse)
mak;fr;makassar
mad;fr;madurais
mag;fr;magahi
map;fr;malayo-polynésien
fr_CA;fr;français (Canada)
mas;fr;masai
wen;fr;langue sorabe
nl_BE;fr;néerlandais (Belgique)
man;fr;mandingue
sid;fr;sidamo
eu;fr;basque
khi;fr;langue khoïsan
fa;fr;persan
kha;fr;khasi
bla;fr;siksika
sit;fr;langue sino-tibétaine
new;fr;newari
ee;fr;éwé
el;fr;grec
sio;fr;langue sioux
zen;fr;zenaga
eo;fr;espéranto
en;fr;anglais
et;fr;estonien
kho;fr;khotanais
es;fr;espagnol
efi;fr;efik
ca;fr;catalan
hai;fr;haida
root;fr;racine
haw;fr;hawaïen
bs;fr;bosniaque
br;fr;breton
zbl;fr;symboles Bliss
bn;fr;bengali
bo;fr;tibétain
bm;fr;bambara
anp;fr;angika
bg;fr;bulgare
bh;fr;bihari
bi;fr;bichelamar ; bislama
be;fr;biélorusse
bnt;fr;bantou
da;fr;danois
ang;fr;ancien anglais
nds;fr;bas-allemand
mdf;fr;moksa
fat;fr;fanti
dak;fr;dakota
cy;fr;gallois
cv;fr;tchouvache
fan;fr;fang
cu;fr;slavon d’église
gez;fr;guèze
cs;fr;tchèque
mdr;fr;mandar
cr;fr;cree
dar;fr;dargwa
co;fr;corse
kfo;fr;koro
jbo;fr;lojban
day;fr;dayak
ch;fr;chamorro
sco;fr;écossais
gem;fr;langue germanique
ce;fr;tchétchène
scn;fr;sicilien
nap;fr;napolitain
es_419;fr;espagnol (Amérique latine et Caraïbes)
rap;fr;rapanui
kcg;fr;tyap
rar;fr;rarotongien
nah;fr;nahuatl
nai;fr;langue amérindienne du Nord
lad;fr;ladino
lah;fr;lahnda
pau;fr;palau
alt;fr;altaï du Sud
lam;fr;lamba
men;fr;mendé
en_AU;fr;anglais (Australie)
en_CA;fr;anglais (Canada)
alg;fr;langue algonquine
az;fr;azéri
paa;fr;langue papoue
ay;fr;aymara
ba;fr;bachkir
pag;fr;pangasinan
ale;fr;aléoute
as;fr;assamais
pal;fr;pahlavi
ar;fr;arabe
pap;fr;papiamento
av;fr;avar
pam;fr;pampangan
ak;fr;akan
raj;fr;rajasthani
yap;fr;yapois
am;fr;amharique
an;fr;aragonais
aa;fr;afar
zap;fr;zapotèque
ab;fr;abkhaze
vai;fr;vaï
sem;fr;langue sémitique
akk;fr;akkadien
sel;fr;selkoupe
ae;fr;avestique
af;fr;afrikaans
nr;fr;ndébélé du Sud
krc;fr;karatchaï balkar
no;fr;norvégien
nn;fr;norvégien nynorsk
gba;fr;gbaya
ny;fr;nyanja
nv;fr;navaho
pt_PT;fr;portugais (Portugal)
oc;fr;occitan
lui;fr;luiseno
kut;fr;kutenai
lun;fr;lunda
om;fr;oromo
lus;fr;lushai
phn;fr;phénicien
kum;fr;koumyk
oj;fr;ojibwa
phi;fr;langue philippine
tyv;fr;touva
ban;fr;balinais
os;fr;ossète
bal;fr;baloutchi
bai;fr;langue bamilékée
rom;fr;tzigane
or;fr;oriya
son;fr;songhai
bad;fr;banda
gaa;fr;ga
kro;fr;krou
roa;fr;langue romane
sog;fr;sogdien
pa;fr;pendjabi
gay;fr;gayo
kru;fr;kurukh
pl;fr;polonais
bat;fr;langue balte
bas;fr;bassa
krl;fr;carélien
pi;fr;pali
lo;fr;lao
ln;fr;lingala
lv;fr;letton
lu;fr;luba-katanga
lt;fr;lituanien
srr;fr;sérère
srn;fr;sranan tongo
kos;fr;kusaien
kok;fr;konkani
mg;fr;malgache
mh;fr;marshall
mk;fr;macédonien
ml;fr;malayalam
mi;fr;maori
mn;fr;mongol
mo;fr;moldave
mr;fr;marathe
mt;fr;maltais
sr_Latn;fr;serbe (latin)
ms;fr;malais
my;fr;birman
na;fr;nauruan
peo;fr;persan ancien
nb;fr;norvégien bokmål
nd;fr;ndébélé du Nord
ne;fr;népalais
znd;fr;zandé
cus;fr;langue couchitique
ng;fr;ndonga
jpr;fr;judéo-persan
kpe;fr;kpellé
nl;fr;néerlandais
nyn;fr;nyankolé
nym;fr;nyamwezi
jv;fr;javanais
myv;fr;erzya
nyo;fr;nyoro
afh;fr;afrihili
him;fr;himachali
hil;fr;hiligaynon
myn;fr;langue maya
kj;fr;kuanyama
tvl;fr;tuvalu
ki;fr;kikuyu
kmb;fr;kiMboundou
kg;fr;kongo
inc;fr;langue indo-aryenne
hit;fr;hittite
ka;fr;géorgien
sla;fr;langue slave
nzi;fr;nzema
bej;fr;bedja
kw;fr;cornique
ky;fr;kirghize
ks;fr;kâshmîrî
ku;fr;kurde
ckb;fr;sorani kurde
kv;fr;komi
ber;fr;berbère
ko;fr;coréen
ine;fr;langue indo-européenne
inh;fr;ingouche
tut;fr;langue altaïque
kr;fr;kanouri
kk;fr;kazakh
bem;fr;bemba
kl;fr;groenlandais
km;fr;khmer
kn;fr;kannada
li;fr;limbourgeois
tum;fr;tumbuka
tup;fr;langue tupi
afa;fr;langue afro-asiatique
lg;fr;ganda
la;fr;latin
lb;fr;luxembourgeois
hr;fr;croate
mwr;fr;marwarî
wal;fr;walamo
ht;fr;haïtien
wak;fr;langues wakashennes
snk;fr;soninké
hu;fr;hongrois
bho;fr;bhojpuri
xal;fr;kalmouk
mwl;fr;mirandais
hi;fr;hindi
ho;fr;hiri motu
war;fr;waray
was;fr;washo
id;fr;indonésien
ia;fr;interlingua
ig;fr;igbo
ie;fr;interlingue
hz;fr;héréro
hy;fr;arménien
ady;fr;adyghéen
smn;fr;sami d’Inari
ilo;fr;ilokano
is;fr;islandais
it;fr;italien
iu;fr;inuktitut
smj;fr;sami de Lule
ii;fr;yi de Sichuan
ach;fr;acoli
ik;fr;inupiaq
sms;fr;sami skolt
ace;fr;aceh
io;fr;ido
ada;fr;adangme
sma;fr;sami du Sud
smi;fr;langue samie
dyu;fr;dioula
ja;fr;japonais
xh;fr;xhosa
pon;fr;pohnpei
lol;fr;mongo
moh;fr;mohawk
wo;fr;wolof
syc;fr;syriaque classique
cmc;fr;langue chame
mos;fr;moré
wa;fr;wallon
loz;fr;lozi
vi;fr;vietnamien
syr;fr;syriaque
tsi;fr;tsimshian
rup;fr;valaque
nwc;fr;newarî classique
vo;fr;volapuk
uz;fr;ouzbek
ve;fr;venda
fur;fr;frioulan
uk;fr;ukrainien
ug;fr;ouïgour
ewo;fr;éwondo
ur;fr;ourdou
ty;fr;tahitien
tt;fr;tatar
tw;fr;twi
hmn;fr;hmong
gmh;fr;moyen haut-allemand
doi;fr;dogri
to;fr;tongan
tmh;fr;tamacheq
tn;fr;tswana
nub;fr;langue nubienne
tl;fr;tagalog
ts;fr;tsonga
tr;fr;turc
cop;fr;copte
ssa;fr;langue nilo-saharienne
tg;fr;tadjik
te;fr;télougou
tk;fr;turkmène
ti;fr;tigrigna
th;fr;thaï
ta;fr;tamoul
su;fr;soundanais
sv;fr;suédois
ss;fr;swati
cpf;fr;créole ou pidgin français
st;fr;sesotho
cpe;fr;créole ou pidgin anglais
lua;fr;luba-lulua
oto;fr;langue otomangue
sw;fr;swahili
sl;fr;slovène
sk;fr;slovaque
sn;fr;shona
sm;fr;samoan
cpp;fr;créole ou pidgin portugais
so;fr;somali
sr;fr;serbe
sq;fr;albanais
sd;fr;sindhî
ota;fr;turc ottoman
sc;fr;sarde
se;fr;sami du Nord
sh;fr;serbo-croate
sg;fr;sangho
si;fr;singhalais
goh;fr;ancien haut allemand
dum;fr;moyen néerlandais
nso;fr;sotho du Nord
sa;fr;sanskrit
zun;fr;zuni
gon;fr;gondi
gor;fr;gorontalo
ru;fr;russe
got;fr;gotique
dua;fr;douala
rw;fr;rwanda
car;fr;caribe
ro;fr;roumain
ypk;fr;langues yupik
cau;fr;langue caucasienne
rn;fr;roundi
rm;fr;rhéto-roman
tog;fr;tonga nyasa
en_US;fr;anglais (États-Unis)
iro;fr;langue iroquoienne
pra;fr;langues prâkrit
suk;fr;sukuma
hsb;fr;haut-sorabe
sus;fr;soussou
cad;fr;caddo
sux;fr;sumérien
zxx;fr;sans contenu linguistique
dra;fr;langue dravidienne
qu;fr;langue quechua
es_ES;fr;espagnol (Espagne)
cai;fr;langue amérindienne centrale
crh;fr;turc de Crimée
grb;fr;grebo
mus;fr;creek
tpi;fr;tok pisin
crp;fr;créole ou pidgin
grc;fr;grec ancien
mul;fr;multilingue
mun;fr;langue mounda
frm;fr;moyen français
nqo;fr;n’ko
fro;fr;ancien français
ira;fr;langue iranienne
frs;fr;frison oriental
frr;fr;frison du Nord
csb;fr;kachoube
pro;fr;provençal ancien
pt;fr;portugais
dsb;fr;bas-sorabe
jrb;fr;judéo-arabe
ps;fr;pachto
tai;fr;langue taï
sad;fr;sandawe
tig;fr;tigré
sah;fr;iakoute
sai;fr;langue amérindienne du Sud
sal;fr;langue salishenne
sam;fr;araméen samaritain
kbd;fr;kabardin
cch;fr;atsam
umb;fr;umbundu
en_GB;fr;anglais (Royaume-Uni)
arc;fr;araméen
arp;fr;arapaho
dgr;fr;dogrib
arn;fr;araukan
bra;fr;braj
kaw;fr;kawi
zza;fr;zazaki
gsw;fr;alémanique
arw;fr;arawak
kar;fr;karen
nog;fr;nogaï
art;fr;langue artificielle
kam;fr;kamba
kaj;fr;jju
non;fr;vieux norrois
mga;fr;moyen irlandais
und;fr;indéterminé
elx;fr;élamite
kac;fr;kachin
kab;fr;kabyle
kaa;fr;karakalpak
sat;fr;santal
sas;fr;sasak
tkl;fr;tokelau
pt_BR;fr;portugais (Brésil)
apa;fr;langue apache
gwi;fr;gwichʼin
osa;fr;osage
btk;fr;batak
cel;fr;langue celtique
del;fr;delaware
den;fr;slavey
lez;fr;lezghien
ceb;fr;cebuano
min;fr;minangkabau
hup;fr;hupa
tli;fr;tlingit
enm;fr;moyen anglais
bua;fr;bouriate
tlh;fr;klingon
mis;fr;langue diverse
mic;fr;micmac
bug;fr;bugi
tem;fr;temne
sit_NP;fr;langue sino-tibétaine (Népal)
chb;fr;chibcha
egy;fr;égyptien ancien
de_AT;fr;allemand (Autriche)
awa;fr;awadhi
chy;fr;cheyenne
chg;fr;tchaghataï
chk;fr;chuuk
mkh;fr;langue mon-khmère
cho;fr;choctaw
chp;fr;chipewyan
chm;fr;mari
chn;fr;jargon chinook
tet;fr;tetum
ter;fr;tereno
chr;fr;cherokee
zh;fr;chinois
fil;fr;filipino
ast;fr;asturien
za;fr;zhuang
mni;fr;manipuri
din;fr;dinka
fiu;fr;langue finno-ougrienne
zu;fr;zoulou
mno;fr;langue manobo
vot;fr;vote
uga;fr;ougaritique
mnc;fr;mandchou
ath;fr;langue athapascane
nic;fr;langue nigéro-congolaise
nia;fr;nias
byn;fr;blin
de_CH;fr;allemand (Suisse)
niu;fr;niué
eka;fr;ekajuk
aus;fr;langue australienne
yo;fr;yoruba
yi;fr;yiddish
fy;ga;Freaslainnis Iartharach
gd;ga;Gaeilge na hAlban
ga;ga;Gaeilge
fj;ga;Fidsis
fi;ga;Fionlainnis
fr;ga;Fraincis
fo;ga;Faróis
he;ga;Eabhrais
gn;ga;Guaráinis
gl;ga;Gailísis
gv;ga;Mannainis
gu;ga;Gúisearáitis
de;ga;Gearmáinis
fr_CH;ga;Fraincis (An Eilvéis)
fr_CA;ga;Fraincis (Ceanada)
nl_BE;ga;Ollainnis (An Bheilg)
eu;ga;Bascais
fa;ga;Peirsis
el;ga;Gréigis
eo;ga;Esperanto
en;ga;Béarla
et;ga;Eastóinis
es;ga;Spáinnis
ca;ga;Catalóinis
haw;ga;Haváíais
bs;ga;Boisnis
br;ga;Briotáinis
bn;ga;Beangáilis
bo;ga;Tibéadais
bg;ga;Bulgáiris
bh;ga;Bihairis
be;ga;Bealarúisis
da;ga;Danmhairgis
cy;ga;Breatnais
cv;ga;Suvaisis
cu;ga;Slavais na hEaglaise
cs;ga;Seicis
cr;ga;Craíais
co;ga;Corsaicis
ce;ga;Sisinis
es_419;ga;Spáinnis (Meiriceá Laidineach agus an Mhuir Chairib)
en_AU;ga;Béarla (An Astráil)
en_CA;ga;Béarla (Ceanada)
az;ga;Asarbaiseáinis
ba;ga;Baiscíris
as;ga;Asaimis
ar;ga;Araibis
am;ga;Amarais
ab;ga;Abcáisis
ae;ga;Aivéistis
af;ga;Afracáinis
no;ga;Ioruais
nn;ga;Ioruais Nynorsk
nv;ga;Navachóis
pt_PT;ga;Portaingéilis (An Phortaingéil)
oc;ga;Ocatáinis
os;ga;Óiséitis
or;ga;Oraisis
pa;ga;Puinseáibis
pl;ga;Polainnis
lo;ga;Laosais
lv;ga;Laitvis
lt;ga;Liotuáinis
mg;ga;Malagásais
mk;ga;Macadóinis
ml;ga;Mailéalaimis
mi;ga;Maorais
mn;ga;Mongóilis
mo;ga;Moldáivis
mr;ga;Maraitis
mt;ga;Maltais
ms;ga;Malaeis
my;ga;Burmais
na;ga;Nárúis
nb;ga;Ioruais Bokmål
ne;ga;Neipealais
nl;ga;Ollainnis
jv;ga;Iávais
ka;ga;Seoirsis
kw;ga;Cornais
ky;ga;Cirgeasais
ks;ga;Caismíris
ku;ga;Coirdis
ko;ga;Cóiréis
kk;ga;Casachais
km;ga;Cambóidis
kn;ga;Cannadais
la;ga;Laidin
lb;ga;Leitseabuirgis
hr;ga;Cróitis
hu;ga;Ungáiris
hi;ga;Hiondúis
id;ga;Indinéisis
ia;ga;Interlingua
ie;ga;Interlingue
hy;ga;Airméinis
is;ga;Íoslainnis
it;ga;Iodáilis
iu;ga;Ionúitis
ik;ga;Inupiaq
io;ga;Ido
ja;ga;Seapáinis
xh;ga;Cósais
wa;ga;Vallúnais
vi;ga;Vítneamais
uz;ga;Úisbéicis
uk;ga;Úcráinis
ur;ga;Urdais
ty;ga;Taihítis
tt;ga;Tatarais
tw;ga;Tvís
tl;ga;Tagálaigis
tr;ga;Tuircis
te;ga;Teileagúis
tk;ga;Tuircméinis
ti;ga;Tigrinis
th;ga;Téalainnis
ta;ga;Tamailis
su;ga;Sundais
sv;ga;Sualainnis
st;ga;Sótais Dheisceartach
sw;ga;Svahaílis
sl;ga;Slóivéinis
sk;ga;Slóvaicis
sm;ga;Samóis
so;ga;Somáilis
sr;ga;Seirbis
sq;ga;Albáinis
sd;ga;Sindis
sc;ga;Sairdínis
se;ga;Sáimis Thuaidh
sh;ga;Seirbea-Chróitis
si;ga;Siolóinis
sa;ga;Sanscrait
ru;ga;Rúisis
ro;ga;Rómáinis
en_US;ga;Béarla (Stáit Aontaithe Mheiriceá)
qu;ga;Ceatsuais
es_ES;ga;Spáinnis (An Spáinn)
pt;ga;Portaingéilis
ps;ga;Paistis
en_GB;ga;Béarla (An Ríocht Aontaithe)
und;ga;Teanga Anaithnid nó Neamhbhailí
pt_BR;ga;Portaingéilis (An Bhrasaíl)
tlh;ga;Klingon
de_AT;ga;Gearmáinis (An Ostair)
zh;ga;Sínis
zu;ga;Súlúis
de_CH;ga;Gearmáinis (An Eilvéis)
yi;ga;Giúdais
fy;gl;Frisón
gd;gl;Gaélico escocés
ga;gl;Irlandés
fi;gl;Finés
fr;gl;Francés
fo;gl;Faroés
he;gl;Hebreo
sgn;gl;Lingua de signos
gn;gl;Guaraní
gl;gl;galego
gu;gl;Guxaratiano
de;gl;Alemán
fr_CH;gl;Francés (Suíza)
fr_CA;gl;Francés (Canadá)
nl_BE;gl;Holandés (Bélxica)
eu;gl;Éuscaro
fa;gl;Persa
el;gl;Grego
eo;gl;Esperanto
en;gl;Inglés
et;gl;Estoniano
es;gl;Español
ca;gl;Catalán
bs;gl;Bosnio
br;gl;Bretón
bn;gl;Bengalí
bg;gl;Búlgaro
bh;gl;Bihariano
be;gl;Bielorruso
da;gl;Dinamarqués
cy;gl;Galés
cu;gl;Eslavo eclesiástico
cs;gl;Checo
gem;gl;Lingua xermánica
es_419;gl;Español (América Latina e o Caribe)
nai;gl;Lingua india norteamericana
en_AU;gl;Inglés (Australia)
en_CA;gl;Inglés (Canadá)
alg;gl;Lingua algonquina
az;gl;Azerbaiano
as;gl;Assamés
ar;gl;Árabe
am;gl;Amárico
an;gl;Aragonés
sem;gl;Lingua semita
af;gl;Afrikaans
no;gl;Noruegués
nn;gl;Noruegués nynorsk
pt_PT;gl;Portugués (Portugal)
oc;gl;Occitano
phi;gl;Lingua filipina
roa;gl;Lingua románica
pa;gl;Punjabi
pl;gl;Polaco
bat;gl;Lingua báltica
lo;gl;Laotiano
ln;gl;Lingala
lv;gl;Letón
lt;gl;Lituano
mk;gl;Macedonio
mn;gl;Mongol
mr;gl;Marathi
mt;gl;Maltés
sr_Latn;gl;Serbio (latino)
ms;gl;Malaio
nb;gl;Noruegués Bokmal
ne;gl;Nepalí
nl;gl;Holandés
jv;gl;Xavanés
inc;gl;Lingua índica
ka;gl;Xeorxiano
sla;gl;Lingua eslávica
ky;gl;Kyrgiz
ku;gl;Kurdo
ko;gl;Coreano
ine;gl;Lingua indoeuropea
tut;gl;Lingua altaica
km;gl;Cambodiano
kn;gl;Kannada
afa;gl;Lingua afro-asiática
la;gl;Latín
hr;gl;Croata
hu;gl;Húngaro
hi;gl;Hindi
id;gl;Indonesio
ia;gl;Interlingua
hy;gl;Armenio
is;gl;Islandés
it;gl;Italiano
ja;gl;Xaponés
xh;gl;Xhosa
vi;gl;Vietnamita
uz;gl;Uzbeco
uk;gl;Ucraíno
ur;gl;Urdú
nub;gl;Lingua nubia
tl;gl;Tagalo
tr;gl;Turco
ssa;gl;Lingua do Nilo-Sáhara
te;gl;Telugu
th;gl;Tailandés
ta;gl;Tamil
sv;gl;Sueco
sk;gl;Eslovaco
sr;gl;Serbio
sq;gl;Albanés
sd;gl;Sindhi
sh;gl;Serbocroata
sa;gl;Sánscrito
ru;gl;Ruso
ro;gl;Romanés
cau;gl;Lingua caucásica
en_US;gl;Inglés (Estados Unidos de América)
zxx;gl;Sen contido lingüístico
es_ES;gl;Español (España)
cai;gl;Lingua india centroamericana
grc;gl;Grego antigo
mul;gl;Varias linguas
pt;gl;Portugués
sai;gl;Lingua india sudamericana
en_GB;gl;Inglés (Reino Unido)
arc;gl;Arameo
art;gl;Lingua artificial
und;gl;Lingua descoñecida ou non válida
pt_BR;gl;Portugués (Brasil)
apa;gl;Lingua apache
cel;gl;Lingua céltica
tlh;gl;Clingon
mis;gl;Lingua miscelánea
egy;gl;Exipcio antigo
de_AT;gl;Alemán (Austria)
zh;gl;Chinés
fil;gl;Filipino
ast;gl;Asturiano
fiu;gl;Lingua finno-úgrica
zu;gl;Zulú
de_CH;gl;Alemán (Suíza)
aus;gl;Lingua australiana
yi;gl;Yiddish
gu;gu;ગુજરાતી
bho;gu;ભોજપુરી
ta;gu;તમિલ
gv;gv;Gaelg
ha;ha;Haoussa
ha;ha_Latn;Haoussa
haw;haw;ʻōlelo Hawaiʻi
zh_Hant;he;סינית (האן מסורתי)‏
fy;he;פריזית
gd;he;סקוטית גאלית
ga;he;אירית
fj;he;פיג'ית
fi;he;פינית
fr;he;צרפתית
fo;he;פארואזית
zh_Hans;he;סינית (האן מפושט)‏
sga;he;אירית עתיקה
he;he;עברית
ha;he;האוסה
sgn;he;שפת סימנים
gn;he;גוארני
gl;he;גליציאנית
ain;he;אינו
gv;he;מאנית
gu;he;גוג'ראטית
dv;he;דיבהי
dz;he;דזונקה
de;he;גרמנית
mai;he;מאיטילית
fr_CH;he;צרפתית (שווייץ)‏
mag;he;מאגאהית
map;he;אוסטרונזית
